,ï»¿Rank,Song,Artist,Year,Lyrics,ids,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence
23,24,get it on tonite,montell jordan,2000, when im looking at you i keep thinking why cant she be like you so im scheming i cant go on like this believing that her love is true ohstanding on the dance floor while shes trickin you are all i want girl shes a chicken we might be together but love is missing girl i want you so what can we do ohgirl if its alright lets go somewhere and get it on tonight ive got a girl but you look good tonight its one on one tonight tonightgirl if its alright lets go somewhere and get it on tonight you shouldnt have to be alone tonight its one on one tonight tonightnow shes looking at me but keep talking oh now shes trying to ice you lets start walking over on the dance floor its her fault but what can she do tell me baby yeahgirl if youre ready im ready we can get it on we can get it on i know where i went wrong shes where you went wrong with you is where i belong belonggirl if i could find the words to say i gotta get away from a love that kills me everyday id gladly say to yougirl if its alright lets go somewhere and get it on tonight ive got a girl but you look good tonight its one on one tonight tonightgirl if its alright lets go somewhere and get it on tonight you shouldnt have to be alone tonight its one on one tonight tonightgirl if its alright lets go somewhere and get it on tonight ive got a girl but you look good tonight its one on one tonight tonightgirl if its alright my babys stressin me you need to come with me we need to go somewhere yeah tonight tonightgirl if its alright lets go somewhere and get it on tonight you shouldnt have to be alone tonight its one on one tonight tonight ,0AcLrSfAEBQcUnHOTm5pXg,0.494,0.0633,99.003,0.0786,0.278,4.69E-05,4,0.806,10,277413,-9.973,0.861
24,25,incomplete,sisqo,2000, bright lights fancy restaurants everything in this world that a man could want i got a bank account bigger than the law should allow still im lonely now pretty faces from the covers of a magazine from their covers to my covers want to lay with me fame and fortune still cant find just a grown man runnin out of timeeven though it seems i have everything i dont want to be a lonely fool all of the women all the expensive cars all the money dont amount to you so i can make believe i have everything but i cant pretend that i dont see that without you girl my life is incomplete without you girl my life is incompletelisten your perfume your sexy lingerie girl i remember it just like it was on yesterday a thursday you told me you had fallen in love i wasnt sure that i was its been a year winter summer spring and fall but being without you just aint livin aint livinat all if i could travel back in time id relive the days you were mineeven though it seems i have everything i dont want to be a lonely fool all of the women all the expensive cars all of the money dont amount to you i can make believe i have everythingbut i cant pretend that i dont see that without you girl my life is incomplete that without you girli just cant help lovin you but i loved you much too late id give anything and everything to hear you say that youll stayeven though it seems i have everything i dont want to be a lonely fool all of the women all of the expensive cars all of the money dont amount to you you can have it all i can make believe i have everything but i cant pretend that i dont see just give me my baby that without you girl my life is incompleteeven though it seems i have everything i dont want to be a lonely fool all of the women all the expensive cars all the money dont amount to you so i can make believe i have everything but i cant pretend that i dont see that without you girl my life is incomplete without you girl without you girl without you girl you girl my life is incomplete without you girl you girl my life is incomplete oh yeah my life is incomplete oh yeah yeah ,78O8CIzX5ZMuJh39fQOR3i,0.39,0.118,144.471,0.038,0.648,0,4,0.517,2,224267,-8.997,0.23
25,26,i try,macy gray,2000, games changes and fears when will they go from here when will they stop i believe that fate has brought us here and we should be together babe but were not i play it off but im dreaming of you and ill keep my cool but im fiendini try to say goodbye and i choke try to walk away and i stumble though i try to hide it its clear my world crumbles when you are not here goodbye and i choke i try to walk away and i stumble though i try to hide it its clear my world crumbles when you are not herei may appear to be free but im just a prisoner of your love and i may seem all right and smile when you leave but my smiles are just a front just a front hey i play it off but im dreaming of you and ill try to keep my cool but im fiendini try to say goodbye and i choke try to walk away and i stumble though i try to hide it its clear my world crumbles when you are not here goodbye and i choke i try to walk away and i stumble though i try to hide it its clear my world crumbles when you are not herehere is my confession may i be your possession boy i need your touch your love kisses and such with all my might i try but this i cant deny denyi play it off but im dreaming of you but im dreaming of you babe and ill keep my cool but im fiendini try to say goodbye and i choke try to walk away and i stumble though i try to hide it its clear my world crumbles when you are not here goodbye and i choke i try to walk away and i stumble though i try to hide it its clear my world crumbles when you are not here ,5TAf4lnZCZTLlZHNZMLFLi,0.642,0.0804,76.403,0.0299,0.313,0.000582,4,0.593,2,239440,-7.284,0.736
26,27,its gonna be me,n sync,2000,lance its gonnabeme justin oooh yeah justin you mightve been hurt babe that aint no lie youve seen them all come and go oh i remember you told me that it made you believe in no man no cry maybe thats why every little thing i do never seems enough for you you dont wanna lose it again but im not like them baby when you finally get to love somebody guess what its gonna be me jc youve got no choice babe but to move on and you know there aint no time to waste youre just too blind too blind to see but in the end ya know its gonna be me you cant deny so just tell me why every little thing i do never seems enough for you you dont wanna lose it again but im not like them baby when you finally get to love somebody somebody guess what guess what its gonna be me lance its gonna be me justin oh yeahhhhh justin there comes a day when ill be the one youll see its gonnagonnagonnagonnagonna justin its gonna be me all that i do is not enough for you dont wanna lose it but im not like that when finally finally you get to love guess what guess what every little thing i do never seems enough for you for you babe you dont wanna lose it again dont wanna lose it but im not like them baby when you finally get to love somebody love guess what guess what its gonna be me every little thing i do ohh never seems enough for you you dont wanna lose it again dont wanna lose it but im not like them baby when you finally baby when you finally get to love somebody guess what guess what justin its gonna be me,2AW37v0bDyuOzGP3XnmFuA,0.873,0.0372,165.071,0.071,0.0407,1.27E-06,4,0.636,0,192427,-4.672,0.908
27,28,thats the way it is,celine dion,2000, i can read your mind and i know your story i see what youre going through yeah its an uphill climb and im feeling sorry but i know it will come to you yeah dont surrender cause you can win in this thing called lovewhen you want it the most theres no easy way out when youre ready to go and your hearts left in doubt dont give up on your faith love comes to those who believe it and thats the way it iswhen you question me for a simple answer i dont know what to say no but its plain to see if you stick together youre gonna find the way yeah so dont surrender cause you can win in this thing called lovewhen you want it the most theres no easy way out when youre ready to go and your hearts left in doubt dont give up on your faith love comes to those who believe it and thats the way it isthats the way it iswhen life is empty with no tomorrow and loneliness starts to call baby dont worry forget your sorrow cause loves gonna conquer it all allwhen you want it the most theres no easy way out when youre ready to go and your hearts left in doubt dont give up on your faith love comes to those who believe itand thats the way it is when you want it the most theres no easy way out when youre ready to go and your hearts left to doubtdont give up on your faith love comes to those who believe it and thats the way it is thats the way it is thats the way it is dont give up on your faith love comes to those who believe it and thats the way it is ,38VJ6qYnuv3vzfjrvm389j,0.88,0.125,93.043,0.0452,0.141,0,4,0.635,9,241373,-5.405,0.596
28,29,country grammar hot shit,nelly,2000,hot shit hmm im goin down down baby yo street in a range rover cmon street sweeper baby cocked ready to let it go hot shit shimmy shimmy cocoa what listen to it pound light it up and take a puff pass it to me now im goin down down baby yo street in a range rover street sweeper baby cocked ready to let it go shimmy shimmy cocoa what listen to it pound light it up and take a puff pass it to me now mmm you can find me in st louis rollin on dubs smokin on dubs in clubs blowin up like cocoa puffs sippin bud gettin perved and getting dubbed daps and hugs mean mugs and shoulder shrugs and its all because ccumulated enough scratch just to navigate it wood decorated on chrome and its candy painted fans fainted while im entertainin wild aint it how me and money end up hangin i hang with hannibal lector hot shit so feel me when i bring it sing it loud what im from the loop and im proud run a mile for the cause im righteous above the law playa my styles raw im born to mack like todd shaw forget the fame and the glamour give me ds wit a rubber hammer my grammar bes ebonics gin tonic and chronic fuck bionic its ironic slammin niggaz like onyx lunatics till the day i die i run more game than the bulls and sonics im goin down down baby yo street in a range rover cmon street sweeper baby cocked ready to let it go hot shit shimmy shimmy cocoa what listen to it pound light it up and take a puff pass it to me now im goin down down baby yo street in a range rover street sweeper baby cocked ready to let it go shimmy shimmy cocoa what listen to it pound light it up and take a puff pass it to me now who say pretty boys cant be wild niggaz loud niggaz ok corral niggaz foul niggaz run in the club and bust in the crowd nigga how nigga ask me again and its goin down nigga now nigga come to the circus and watch me clown nigga pound niggaz what you be givin when im around nigga frown niggaz talkin shit when i leave the town nigga say now can you hoes come out to play now hey im ready to cut you up any day now play by my rules boo and you gon stay high may i answer yo third question like ai say hi to my niggaz left in the slamma from st louis to memphis from texas back up to indiana chitown kc motown to alabama la new york yankee niggaz to hotlanta ouisiana all my niggaz wit country grammar smokin blunts in savannah blow thirty mill like im hammer im goin down down baby yo street in a range rover cmon street sweeper baby cocked ready to let it go hot shit shimmy shimmy cocoa what listen to it pound light it up and take a puff pass it to me now im goin down down baby yo street in a range rover street sweeper baby cocked ready to let it go shimmy shimmy cocoa what listen to it pound light it up and take a puff pass it to me now lets show these cats to make these millions so you niggaz quit actin silly mon kid quicker than billy mon talkin really and i need it mon flows i kick em freely mon specially off remi mon keys to my beemer mon holla at beenie man see me mon cheifin rollin deeper than any mon through jennings mon through ucity back up to kings land wit nice niggaz sheist niggaz who snatch yo life niggaz trife niggaz who produce and sell the same beat twice nigga hot shit ice niggaz all over close to never sober from broke to havin brokers my price range is rover now im knockin like jehovah let me in now let me in now bill gates donald trump let me in now spin now i got money to lend my friends now we in now candy benz kenwood and 10s now i win now fuckin lesbian twins now seein now through the pen i make my ends now im goin down down baby yo street in a range rover cmon street sweeper baby cocked ready to let it go hot shit shimmy shimmy cocoa what listen to it pound light it up and take a puff pass it to me now im goin down down baby yo street in a range rover street sweeper baby cocked ready to let it go shimmy shimmy cocoa what listen to it pound light it up and take a puff pass it to me now,2Lg4kvhOrPhpGEZmSe7VAN,0.673,0.155,162.781,0.108,0.00802,0,4,0.872,2,287000,-6.879,0.527
29,30,bring it all to me,blaque,2000, there you are looking as fine as can be in your fancy car i can see you looking at me what you wanna do are you just gonna sit there and stare baby talk to me tell me whats on your mind baby ohoh baby bring it all to me but i dont need no fancy cars or diamond rings oh baby bring it all to me gimme your time your love your space your energybaby whats the deal would i be too forward if i told you how i feel thats just the way i do my thang im so for real are you feeling my timbs my baggy jeans my thug appeal do you like it when a man can keep it real ohoh baby bring it all to me but i dont need no fancy cars or diamond rings oh baby bring it all to me gimme your time your love your space your energyoh babyoh ill put my pride to the side just to tell you how good you make me feel inside theres not a single question that we cant make this right cause its you i need every day and nightoh ho ho baby yeahoh baby bring it all to me but i dont need no fancy cars or diamond rings oh baby bring it all to me gimme your time your love your space your energyoh baby bring it all to me but i dont need no fancy cars or diamond rings oh baby bring it all to me gimme your time your love your space your energyoh baby bring it all to me but i dont need no fancy cars or diamond rings oh baby bring it all to me gimme your time your love your space your energy  ,1cjBan0t4eBk2Y5j17hdyf,0.579,0.0556,88.957,0.0325,0.000479,0,4,0.695,0,218187,-5.066,0.726
30,31,show me the meaning of being lonely,backstreet boys,2000, show me the meaning of being lonelyso many words for the broken heart its hard to see in a crimson love so hard to breathe walk with me and maybenights of light so soon become wild and free i can feel the sun your every wish will be done they tell meshow me the meaning of being lonely is this the feeling i need to walk with tell me why i cant be there where you are theres something missing in my heartlife goes on as it never ends eyes of stone observe the trends they never say forever gaze if onlyguilty roads to an endless love endless love theres no control are you with me now your every wish will be done they tell meshow me the meaning of being lonely is this the feeling i need to walk with tell me why tell me why i cant be there where you are theres something missing in my hearttheres nowhere to run i have no place to go surrender my heart body and soul how can it be youre asking me to feel the things you never showohohoh ohwhoaohohyou are missing in my heart tell me why cant i be there where you areshow me the meaning of being lonely is this the feeling i need to walk with tell me why tell me why i cant be there where you are where you are theres something missing in my heartshow me the meaning of being lonely being lonely is this the feeling i need to walk with tell me why tell me why cant be there i cant be there where you are where you are theres something missing in my heart ,3BsaRV5QIulYz2lV9WWa8T,0.625,0.0765,167.998,0.0252,0.231,0,4,0.63,6,234960,-5.088,0.683
31,32,hot boyz,missy elliott featuring nas eve and qtip,2000, this is for my ghetto motherfuckers uh hey are you really a hot boy oh check mewhats your name cause im impressed can you treat me good i wont settle for less you a hot boy a rock boy a fun toy tote a glock boy where you live is it by yourself can i move wit you do you need some help ill cook boy ill give you more ima fly girl and i like thosehot boyz baby you got what i want see yall be drivin those lexus jeeps and benz jeeps and the lincoln jeeps nothin cheaper wit the platinum visa hot boyz baby you got what i want see yall be drivin jaguars and the bentleys and the rolls royce playin hardball wit the platinum visais that your car the skate are you ridin alone can i be your date come get me get me dont dis me dont trick me i got some friends can they come too can you hook em up wit some boyz like you a hot boy a rock boy a top boy and i like thosehot boyz baby you got what i want see yall be drivin those lexus jeeps and benz jeeps and the lincoln jeeps nothin cheaper wit the platinum visa hot boyz baby you got what i want see yall be drivin jaguars and the bentleys and the rolls royce playin hardball wit the platinum visayo ima dig in yo pockets dig in yo wallets money im foundin yea you got my heart poundin you a hot boy drive a drop boy with a lot boy and you tote a glock boy dont give me no reason i know that you treatin these diamonds im needin make me believe it i want a lot boy with a hot boy got a fun toy and you tote a glock boyhot boyz baby you got what i want wont you really come and satisfy me i be lovin you like instantlywhere the lexus jeeps and the benz jeeps and the lincoln jeeps ooh ooh and the bentleys and the jaguars and the fly cars ooh ooh where you at ooh ooh where the lexus jeeps and the benz jeeps and the lincoln jeeps ooh ooh and the bentleys and the jaguars and the fly cars ooh ooh where you at ooh ooh yea yea yea yea my boyz hot boyzhot boyz i like em like that ,7mYvtEeBdMqRSyj1Qpv6my,0.439,0.165,81.085,0.252,0.289,1.23E-06,4,0.749,1,215533,-11.274,0.557
32,33,back here,bbmak,2000, baby set me free from this misery i cant take it no more since you ran away nothings been the same dont know what im living forhere i am so alone and theres nothing in this world i can dountil youre back here baby miss you want you need you so until youre back here baby yeahtheres a feeling inside i want you to know you are the one and i cant let you goso i told you lies even made you cry baby i was so wrong girl i promise you now my love is true this is where my heart belongscause here i am so alone and theres nothing in this world i can dountil youre back here baby miss you want you need you so until youre back here baby yeahtheres a feeling inside i want you to know you are the one and i cant let you goand i wonder are you thinking of me cause im thinking of you and i wonder are you ever coming back in my lifecause here i am so alone and theres nothing in this world i can dountil youre back here baby miss you want you need you so until youre back here baby yeahtheres a feeling inside i want you to know you are the one and i cantuntil youre back here baby until youre back here baby until youre back here babytheres a feeling inside i want you to know you are the one and i cantuntil youre back here baby until youre back here baby until youre back here baby  ,4qyalTRMRH5YuEntvvMvq0,0.563,0.105,79.876,0.0271,0.0051,2.81E-06,4,0.486,4,222707,-6.328,0.232
33,34,it feels so good,sonique,2000, you always make me smile when im feeling down you give me such a vibe i is totally bona fide its not the way you walk and it aint the way you talk it aint the job you got that keeps me satisfiedyour love it feels so good and thats what takes me high higher than ive been before and your love it keeps me alive thought i should let you know that your touch it means so much when im alone at night its you im always thinkin of oh oh babyoh wont you understand how i feel yeah deep inside uh huh you made me feel all i need to feel yes in my heartyour love it feels so good and thats what takes me high higher than ive been before and your love it keeps me alive thought i should let you know that your touch it means so much when im alone at night its you im always thinkin of oh oh babyyour love it feels so good and thats what takes me high higher than ive been before and your love it keeps me alive thought i should let you know that your touch it means so much when im alone at night its you im always thinkin of oh oh babyyour love it feels so good and thats what takes me high higher than ive been before and your love it keeps me alive thought i should let you know that your touch it means so much when im alone at night its you im always thinkin of oh oh babyyour love it feels so good and thats what takes me high higher than ive been before and your love it keeps me alive thought i should let you know that your touch it means so much when im alone at night its you im always thinkin of oh oh baby ,0U9DswDExtnp3RunCObfBb,0.701,0.141,119.634,0.302,0.617,0,4,0.666,1,368027,-5.917,0.528
34,35,absolutely story of a girl,nine days,2000, this is the story of a girl who cried a river and drowned the whole world and while she looks so sad in photographs i absolutely love her when she smilesnow how many days in a year she woke up with hope but she only found tears and i can be so insincere making her promises never for realas long as she stands there waiting wearing the holes in the soles of her shoes now how many days disappear when you look in the mirror so how do you chooseyour clothes never wear as well the next day and your hair never falls in quite the same way you never seem to run out of things to saythis is the story of a girl who cried a river and drowned the whole world and while she looks so sad in photographs i absolutely love her when she smilesnow how did we wind up this way watching our mouths for the words that we say as long as we stand here waiting wearing the clothes or the soles that we choosenow how do we get there today when were walking too far for the price of our shoesyour clothes never wear as well the next day and your hair never falls in quite the same way you never seem to run out of things to saythis is the story of a girl who cried a river and drowned the whole world and while she looks so sad and lonely there i absolutely love her when she smileswell your clothes never wear as well the next day and your hair never falls in quite the same way you never seem to run out of things to saythis is the story of a girl who cried a river and drowned the whole world and while she looks so sad in photographs i absolutely love herthis is the story of a girl her pretty face she hid from the world and while she looks so sad and lonely there i absolutely love herthis is the story of a girl who cried a river and drowned the whole world and while she looks so sad in photographs i absolutely love her when she smiles when she smiles ,3mNecsYFb6LQg7822DPXCP,0.94,0.0939,96.493,0.066,0.000891,0,4,0.481,7,189333,-5.204,0.66
35,36,with arms wide open,creed,2000, well i just heard the news today it seems my life is going to change i close my eyes begin to pray then tears of joy stream down my facewith arms wide open under the sunlight welcome to this place ill show you everything with arms wide open with arms wide openwell i dont know if im ready to be the man i have to be ill take a breath ill take her by my side we stand in awe weve created lifewith arms wide open under the sunlight welcome to this place ill show you everything with arms wide open now everything has changed ill show you love ill show you everythingwith arms wide open with arms wide open ill show you everything oh yeah with arms wide open wide openif i had just one wish only one demand i hope hes not like me i hope he understands that he can take this life and hold it by the hand and he can greet the world with arms wide openwith arms wide open under the sunlight welcome to this place ill show you everything with arms wide open now everything has changed ill show you love ill show you everything with arms wide open with arms wide openill show you everything oh yeah with arms wide open wide open ,0eKyHwckh9vQb8ncZ2DXCs,0.546,0.118,138.946,0.033,0.0038,0.000787,4,0.42,0,274800,-8.476,0.129
36,37,be with you,enrique iglesias,2000, monday night i feel so low i count the hours they go so slow i know the sound of your voice can save my soul city lights streets of gold look out my window to the world below moves so fast and it feels so cold and im all alone im all alonedont let me die im losing my mind baby just give me a signand now that youre gone i just wanna be with you just wanna be with you and i cant go on i wanna be with you be with you wanna be with youi cant sleep and im up all night through these tears i try to smile i know the touch of your hand can save my life dont let me down come to me now i got to be with you some howand now that youre gone i just wanna be with you be with you and i cant go on i wanna be with you wanna be with you be with youi got to be with you some how and now that youre gone who am i without you now i cant go on i just wanna be with you be with youand now that youre gone i just wanna be with you be with you and i cant go on i wanna be with you be with you wanna be with youand now that youre gone i just wanna be with you and i cant go on i wanna be with youjust wanna be with you just wanna be with you just wanna be with you just wanna be with you ,34SQ0QfLSR316d8KL2zkuZ,0.665,0.14,75.023,0.027,0.403,0,4,0.559,7,220893,-6.233,0.397
37,38,come on over baby all i want is you,christina aguilera,2000,come on over come on over baby come on over come on over baby here we go come on over come on over baby thats right come on over come on over baby yeah yeah yeah yeah hey boy dont you know i got something goin on yeah come on ive got an invitation dont you keep me waiting all night long i know you know so baby dont pretend you wont keep me guessing if you you will or you wont dont wanna play that game with you baby i said listen to me all i want is you come over here baby all i want is you you know you make me go crazy all i want is you now baby dont be shy you better cross the line im gonna love you right cause all i want is you come on over come on over baby ooh come on over come on over baby yeah yeah come on im not just talking about your sexuality your sexuality but i cant help myself when you put your hands on me ooh oh ooh its paradise when you and i get close get tight one on one i wanna go all all night i wanna play the game with you baby listen to me all i want is you come over here baby all i want is you oh oh you know you make me go crazy all i want is you now baby dont be shy you better cross the line im gonna love you right cause all i want is you ooh come on over come on over baby ooh oh yeah yeah yeah yeah come on over come on over baby dont you wanna be the one tonight we could do exactly what you like ah dont you wanna be just you and me oh oh we could do what comes so naturally i got a thing for you got my mind made up yeah and im serious never been more baby im sure that its real but its real and its right here uh come on come on come on come on over 6x oh oh oh yeah yeah yeah yeah yeah yeah you give me what a girl feels what a girl likes what a girl needs what a girl wants ooh oh alli all i want is you ohh ohh baby all i want is you oh you make me go crazy oh oh woo all i want is you now baby dont be shy you better cross the line im gonna love you right cause all i want is you all i want is you ohh ohh yeah all i want is you you make me go crazy all i want is you now baby dont be shy you better cross the line im gonna love you right cause all i want is you,7A0apkTSTvMbSI7yplcmlh,0.915,0.246,118.903,0.106,0.226,1.25E-05,4,0.829,8,203333,-3.205,0.779
38,39,no more,ruff endz,2000, ooh babe oh girl no more no more bounce baby bounce baby you can move uh check it outbaby relax sit back and chill just give me a second and let me tell you how i feel cause all around town youve been steppin out runnin your mouth about what made you think i wouldnt find out wasnt i there for you truly cared for you maybe my love was just too good couldve had it good now the love is gone and went back to your hood with the 5411s ondoes he lace you with the finer things does he make ya wanna scream his name does he hit it from the front to back did you let him break it down like that shouldve told me the love was gone never thought that youd do me wrong girl i though that your love was strong til i saw you with another manno more shopping sprees no more late night creeps no more vip no more dough we cant even kick it no moreno more shopping sprees no more late night creeps no more vip no more dough we cant even kick it no morei saw you on the av and i laughed in the backseat piece spillin henney in his lap thought it was me you was all about but im havin doubts cause i see you tryna play me out but when the brother called the crib with beef didnt i represent you when i caught him in the streets so let me get the keys to lex and then my checks and no more hanging brigets around your neck babedoes he lace you with the finer things does he make ya wanna scream his name does he hit it from the front to back did you let him break it down like that shouldve told me the love was gone never thought that youd do me wrong girl i though that your love was strong til i saw you with another manno more shopping sprees no more late night creeps no more vip no more dough we cant even kick it no moreno more shopping sprees no more late night creeps no more vip no more dough we cant even kick it no moreno more shopping sprees no more late night creeps no more vip no more dough we cant even kick it no moreno more shopping sprees no more late night creeps no more vip no more dough we cant even kick it no moreno more i want no more baby i cant even kick it baby i want no moreno more shopping sprees no more late night creeps no more vip no more dough we cant even kick it no more  ,79tkvg65mPG8wUlurzj3Wv,0.731,0.726,166.028,0.0404,0.0185,0,4,0.592,7,202563,-5.794,0.392
39,40,all the small things,blink 182,2000, all the small things true care truth brings ill take one lift your ride best trip always i know youll be at my show watching waiting commiseratingsay it aint so i will not go turn the lights off carry me home na na na na na na na na na na na na na na nalate night come home work sucks i know she left me roses by the stairs surprises let me know she caressay it aint so i will not go turn the lights off carry me home na na na na na na na na na na na na na na nasay it aint so i will not go turn the lights off carry me home keep your head still ill be your thrill the night will go on my little windmillsay it aint so i will not go turn the lights off carry me home keep your head still ill be your thrill the night will go on the night will go on my little windmill ,7yCPwWs66K8Ba5lFuU2bcx,0.891,0.547,148.599,0.057,0.0122,0,4,0.439,0,168000,-4.764,0.695
40,41,the way you love me,faith hill,2000, if i could grant you one wish id wish you could see the way you kiss ooh i love watching you baby when youre driving me crazyooh i love the way you love the way you love me theres nowhere else id rather be ooo to feel the way i feel with your arms around me i only wish that you could see the way you love me woh woh woh woh the way you love meits not right its not fair what youre missing over there someday ill find a way to show you just how lucky i am to know youooh i love the way you love the way you love me theres nowhere else id rather be ooo to feel the way i feel with your arms around me i only wish that you could see the way you love me woh woh woh woh the way you love meyoure the million reasons why theres love reflecting in my eyesooh i love the way you love the way you love me theres nowhere else id rather be ooo to feel the way i feel with your arms around me i only wish that you could see the way you love me woh woh woh woh the way you love me woh woh woh woh the way you love me woh woh woh woh the way you love meooh the way you love me the way you love me oh yeahthe way you love me woh woh woh woh the way you love me woh woh woh woh the way you love me woh woh woh woh the way you love me ,4SEgyVuHzincvWDvypjasT,0.206,0.116,76.996,0.0297,0.693,0,4,0.46,4,244013,-12.965,0.226
41,42,i turn to you,christina aguilera,2000, when im lost in the rain in your eyes i know ill find the light to light my way when im scared losing ground when my world is going crazy you can turn it all around and when im down youre there pushing me to the top youre always there giving me all youve gotfor a shield from the storm for a friend for a love to keep me safe and warm i turn to you for the strength to be strong for the will to carry on for everything you do for everything thats true i turn to youwhen i lose the will to win i just reach for you and i can reach the sky again i can do anything cause your love is so amazing cause your love inspires me and when i need a friend youre always on my side giving me faith taking me through the nightfor a shield from the storm for a friend for a love to keep me safe and warm i turn to you for the strength to be strong and for the will to carry on for everything you do i turn to you yeahfor the arms to be my shelter through all the rain for truth that will never change for someone to lean on but for a heart i can rely on through anything for the one who i can run to oh i turn to youfor a shield from the storm for a friend for a love to keep me safe and warm i turn to you for the strength to be strong for the will to carry on for everything you do for everything thats true for everything you do for everything thats true i turn to you ,4Do68W4FWO2hRAJCzG1lus,0.47,0.111,127.177,0.0376,0.38,0,4,0.599,1,273707,-8.356,0.298
42,43,never let you go,third eye blind,2000, theres every good reason for letting you go shes sneaky and smoked out and its starting to show ill never let you go ill never let you go ill never let you go ill never let you turn around our back on each other thats a good idea break a promise to your mother turn around your back on each other you say that ive changed well maybe i did but even if i changed whats wrong with it ill never let you go ill never let you go ill never let you go ill never let you turn around our back on each other thats a good idea break a promise to your mother turn around your back on each other and our friends are gone and gone and all the time moves on and on and all i know is its wrong its wrong and all i know its wrong its wrong its wrong its wrong if theres a reason its lost on me maybe well be friends i guess well see ill never let you go ill never let you go ill never let you go ill never let you go ill never let you turn around our back on each other thats a good idea break a promise to your mother turn around lets turn on each other good idea break a promise to your mother turn around your back on each other thats a good idea break a promise to your mother turn around your back on each other what a good idea i remember the stupid things the mood rings the bracelets and the beads nickels and dimes yours and mine did you cash in all your dreams you dont dream for me no goodbye goodbye you dont dream for me no but i still feel you pulse like sonar from the days in the waves that girl is like a sunburn i would like to say the girl is like a sunburn i would like to say shes like a sunburn shes like a sunburn ,1sxUaLi0G2vB7dl4ogtCxH,0.94,0.109,113.76,0.0368,0.0814,0.000162,4,0.728,4,237240,-5.034,0.967
43,44,i need you,leann rimes,2000, i dont need a lot of things i can get by with nothing with all the blessings life can bring ive always needed something but ive got all i want when it comes to loving you youre my only reason youre my only truthi need you like water like breath like rain i need you like mercy from heavens gate theres a freedom in your arms that carries me through i need youyoure the hope that moves me to courage again oh yeah youre the love that rescues me when the cold winds rage and its so amazing cause thats just how you are and i cant turn back now cause youve brought me too fari need you like water like breath like rain i need you like mercy from heavens gate theres a freedom in your arms that carries me through i need you oh yes i do ,4EHWldZTas5KUyFtT0rQlY,0.451,0.0928,74.923,0.029,0.517,0,4,0.457,10,205667,-6.997,0.185
44,45,thank god i found you,mariah carey featuring joe and 98 degrees,2000, i would give up everything before id separate myself from you after so much suffering i finally found unvarnished truth i was all by myself for the longest time so cold inside and the hurt from the heartache would not subside i felt like dying until you saved my lifethank god i found you yeah yeah i was lost without you i was lost my every wish and every dream somehow became reality when you brought the sunlight completed my whole life im overwhelmed with gratitude cause baby im so thankful i found youi will give you everything everything theres nothing in this world i wouldnt do oh no to ensure your happiness ill cherish every part of you cause without you beside me i cant survive dont wanna try i dont wanna try if you keeping me warm each and every night ill be alright cause i need you in my lifethank god i found you im thanking you i was lost without you so lost without you my every wish and every dream every wish every dream somehow became reality when you brought the sunlight brought the sunlight completed my whole life completed im overwhelmed with gratitude overwhelmed with gratitude cause baby im so thankful i found yousee i was so desolate before you came to me looking back looking back i guess it shows that we were destined to shine over the rain to appreciate the gift of what we have and id go through it all over again to be able to feel this way this way oh thank god i found you yeah yeah i was lost without you lost without you baby my every wish and every dream and every dream somehow became realitywhen you brought the sunlight brought the light completed my whole life my whole life im overwhelmed with gratitude see baby im so thankful i found you oh thank god i found you i was lost without you im overwhelmed with gratitude so overwhelmed my baby im so thankful i found you you im overwhelmed with gratitude my baby im so thankful i found i found you you ,1RS3LStQYhju50eBdD9Uul,0.532,0.106,129.777,0.0319,0.586,0,4,0.472,10,257360,-5.882,0.152
45,46,lets get married,jagged edge,2000, see first of all i know these socalled playas wouldnt tell you this but ima be real and say whats on my heart lets take this chance and make this love feel relevant didnt you know i loved you from the start yeahwhen i think about all these years we put in this relationship who knew wed make it this far when i think about where we would i be if we were to just fall apart and i just cant stand the thought of leaving youmeet me in the altar in your white dress we aint getting no younger we might as well do it been feeling all the while girl i must confess girl lets just get married i just wanna get marriedmeet me in the altar in your white dress we aint getting no younger we might as well do it been feeling all the while girl i must confess lets just get married baby lets get marriedsaid i done it all but frankly girl im tired of this emptinessi wanna come home to you and only you cause making love to just anyone aint happening i just gotta be with youdo you think about us finishing something we started so long ago i wanna give you my all do you think about us maybe having some babies come on wont you be my lady forever yeahim ready to commit to you and i just cant wait for that night cause i need you here with me and lets start a familymeet me in the altar in your white dress we aint getting no younger we might as well do it been feeling all the while girl i must confess girl lets just get married i just wanna get marriedmeet me in the altar in your white dress we aint getting no younger we might as well do it been feeling all the while girl i must confess lets get marriedall i want you to do is meet me in the altar in your white dress we aint getting no younger we might as well do it been feeling all the while girl i must confess girl lets just get married i just wanna get marriedmeet me in the altar in your white dress we aint getting no younger we might as well do it been feeling all the while girl i must confess lets get married lets get married babymeet me in the altar in your white dress we aint getting no younger we might as well do it been feeling all the while girl i must confess girl lets just get married i just wanna get marriedmeet me in the altar in your white dress we aint getting no younger we might as well do it been feeling all the while girl i must confess lets get married ,1saFrHq13LcAjupeNfX3NX,0.479,0.074,102.707,0.173,0.159,0,4,0.783,1,188738,-9.105,0.317
